Marca,Desc_Producto,Precio,URL_Producto,
ASUS," Dual GeForce RTX 3060 12GB GDDR6 PCI Express 4.0 x16 Video Card DUAL-RTX3060-O12G-V2"," 569"," https://www.newegg.com/asus-geforce-rtx-3060-dual-rtx3060-o12g-v2/p/1FT-000Y-006C8?Description=GPU&cm_re=GPU-_-1FT-000Y-006C8-_-Product",
ASUS," GeForce RTX 3090 OC 24GB GDDR6X TUF-RTX3090-O24G-GAMING Video Graphic Card GPU"," 2499"," https://www.newegg.com/asus-geforce-rtx-3080-rtx-3090/p/1FT-000Y-007A7?Description=GPU&cm_re=GPU-_-9SIADFRH1X9085-_-Product",
MSI," Ventus GeForce RTX 3050 Video Card RTX 3050 Ventus 2X 8G OC"," 329"," https://www.newegg.com/msi-geforce-rtx-3050-rtx-3050-ventus-2x-8g-oc/p/N82E16814137708",
Yeston," AMD Video Card Radeon RX550 4G D5 LP Gaming Graphics Card GPU| 4G/128bit/GDDR5 PCI-Express 3.0x8 DirectX 12|DVI+HDMI+VGA Desktop Graphics Card (HTPC ITX is compatible)"," 165"," https://www.newegg.com/yeston-rx550-4g-lp/p/27N-0042-00062",
Yeston," Radeon RX6700XT 12GB D6 GDDR6 192bit 7nm Desktop computer PC Video Graphics Cards support PCI-Express 4.0 3*DP+1*HDMI-compatible   RGB light effect Fragrant graphics card"," 769"," https://www.newegg.com/yeston-rx6800-16gd6-ya/p/27N-0042-000B8",
Yeston," Radeon RX550 4GB GDDR5 1183MHz 512processors PCIExpress 3.0 DirectX12 Single Slot 4*HDMI compatible graphics card of Desktop"," 179"," https://www.newegg.com/yeston-rx550-4g-d5-4hdmi/p/27N-0042-000B6",
MSI," Radeon RX 580 8GB GDDR5 PCI Express x16 CrossFireX Support Video Card RX 580 ARMOR 8G OC"," 546"," https://www.newegg.com/msi-radeon-rx-580-rx-580-armor-8g-oc/p/N82E16814137118?Description=GPU&cm_re=GPU-_-14-137-118-_-Product",
MSI," Suprim GeForce RTX 3080 10GB GDDR6X PCI Express 4.0 Video Card RTX 3080 SUPRIM X 10G LHR"," 1228"," https://www.newegg.com/msi-geforce-rtx-3080-rtx-3080-suprim-x-10g-lhr/p/N82E16814137676?Description=GPU&cm_re=GPU-_-14-137-676-_-Product",
GIGABYTE," AORUS GeForce RTX 3080 12GB GDDR6X PCI Express 4.0 ATX Video Card GV-N3080AORUS M-12GD"," 1349"," https://www.newegg.com/gigabyte-geforce-rtx-3080-gv-n3080aorus-m-12gd/p/N82E16814932505?Description=GPU&cm_re=GPU-_-14-932-505-_-Product",
Dell," Radeon 6350 512MB Single Fan GDDR3 XF27T Video Graphics Card GPU"," 15"," https://www.newegg.com/dell-radeon-hd-6350-xf27t/p/27N-001D-001X8?Description=GPU&cm_re=GPU-_-27N-001D-001X8-_-Product",
ASUS," TUF Gaming GeForce RTX 3070 Ti 8GB GDDR6X PCI Express 4.0 Video Card TUF-RTX3070TI-8G-GAMING"," 985"," https://www.newegg.com/asus-geforce-rtx-3070-ti-tuf-rtx3070ti-8g-gaming/p/N82E16814126513?Description=GPU&cm_re=GPU-_-14-126-513-_-Product",
MSI," Gaming GeForce GTX 1660 SUPER 6GB GDDR6 PCI Express 3.0 x16 Video Card GTX 1660 SUPER GAMING X"," 389"," https://www.newegg.com/msi-geforce-gtx-1660-super-gtx-1660-super-gaming-x/p/N82E16814137476?Description=GPU&cm_re=GPU-_-14-137-476-_-Product",
ASUS," GeForce GTX 1050 Ti 4GB PHOENIX Fan Edition DVI-D HDMI DP 1.4 Gaming Graphics Card (PH-GTX1050Ti-4G)"," 208"," https://www.newegg.com/asus-geforce-gtx-1050-ti-ph-gtx1050ti-4g/p/N82E16814126170?Description=GPU&cm_re=GPU-_-14-126-170-_-Product",
EVGA," GeForce RTX 3070 FTW3 ULTRA GAMING Video Card| 08G-P5-3767-KL| 8GB GDDR6| iCX3 Technology| ARGB LED| Metal Backplate| LHR"," 939"," https://www.newegg.com/evga-geforce-rtx-3070-08g-p5-3767-kl/p/N82E16814487544?Description=GPU&cm_re=GPU-_-14-487-544-_-Product",
MSI," GeForce GTX 1650 4GB GDDR5 PCI Express 3.0 x16 Low Profile Video Card GTX 1650 4GT LP OC"," 276"," https://www.newegg.com/msi-geforce-gtx-1650-gtx-1650-4gt-lp-oc/p/N82E16814137480?Description=GPU&cm_re=GPU-_-14-137-480-_-Product",
Yeston," Radeon RX550 4GB GDDR5 1183MHz 512processors PCIExpress 3.0 DirectX12 Single Slot 4*HDMI compatible graphics card of Desktop"," 179"," https://www.newegg.com/yeston-rx550-4g-d5-4hdmi/p/27N-0042-000B6?Description=GPU&cm_re=GPU-_-27N-0042-000B6-_-Product",
ZOTAC," GAMING GeForce RTX 3060 Twin Edge OC 12GB GDDR6 192-bit 15 Gbps PCIE 4.0 Gaming Graphics Card| IceStorm 2.0 Cooling| Active Fan Control| FREEZE Fan Stop ZT-A30600H-10M"," 537"," https://www.newegg.com/zotac-geforce-rtx-3060-zt-a30600h-10m/p/N82E16814500508?Description=GPU&cm_re=GPU-_-14-500-508-_-Product",
Colorful," iGame GeForce RTX 3060 Ultra W OC 12G 1770MHz GDDR6 192bit Graphics Card for 3A Gaming PCI Express 4.0 Nvidia Graphics Card GPU Video Cards"," 1145"," https://www.newegg.com/colorful-geforce-rtx-3060-rtx-3060-ultra-w-12g/p/1FT-005B-000A8?Description=GPU&cm_re=GPU-_-1FT-005B-000A8-_-Product",
Zotac," GeForce GTX 950 Single Fan 2GB GDDR5 GTX 950 2GB Video Graphic Card GPU"," 179"," https://www.newegg.com/zotac-geforce-gtx-950/p/1FT-000M-002R0?Description=GPU&cm_re=GPU-_-1FT-000M-002R0-_-Product",
GIGABYTE," Eagle GeForce RTX 3050 8GB GDDR6 PCI Express 4.0 ATX Video Card GV-N3050EAGLE-8GD"," 426"," https://www.newegg.com/gigabyte-geforce-rtx-3050-gv-n3050eagle-8gd/p/N82E16814932497?Description=GPU&cm_re=GPU-_-14-932-497-_-Product",
EVGA," GeForce RTX 3070 Ti XC3 ULTRA GAMING Video Card| 08G-P5-3785-KL| 8GB GDDR6X| iCX3 Cooling| ARGB LED| Metal Backplate"," 849"," https://www.newegg.com/evga-geforce-rtx-3070-ti-08g-p5-3785-kl/p/N82E16814487551?Description=GPU&cm_re=GPU-_-14-487-551-_-Product",
MAXSUN," NVIDIA GEFORCE GTX 1050Ti Transformer ITX 4G Video Display Graphics Card GPU 4GB GDDR5| Mini ITX Design| DisplayPort| HDMI| DVI-D| Single Fan Cooling System"," 239"," https://www.newegg.com/maxsun-model-ms-gtx1050titransformer4g/p/1DW-009S-00042?Description=GPU&cm_re=GPU-_-1DW-009S-00042-_-Product",
GIGABYTE," Radeon RX 6700 XT EAGLE 12G Graphics Card| WINDFORCE 3X Cooling System| 12GB 192-bit GDDR6| GV-R67XTEAGLE-12GD Video Card"," 749"," https://www.newegg.com/gigabyte-radeon-rx-6700-xt-gv-r67xteagle-12gd/p/N82E16814932418?Description=GPU&cm_re=GPU-_-14-932-418-_-Product",
ASUS," GeForce GT 730 2GB GDDR5 PCI Express 2.0 Low Profile Video Card for Silent HTPC Builds (with I/O Port Brackets) GT730-SL-2GD5-BRK"," 71"," https://www.newegg.com/asus-geforce-gt-730-gt730-sl-2gd5-brk/p/N82E16814126537?Description=GPU&cm_re=GPU-_-14-126-537-_-Product",
ASUS," ROG Strix NVIDIA GeForce RTX 3080 OC Edition Gaming Graphics Card (PCIe 4.0| 12GB GDDR6X| LHR| HDMI 2.1| DisplayPort 1.4a| Axial-tech Fan Design| 2.9-slot| Super Alloy Power II| GPU Tweak II)"," 1169"," https://www.newegg.com/asus-geforce-rtx-3080-rog-strix-rtx3080-o12g-gaming/p/N82E16814126550R?Description=GPU&cm_re=GPU-_-14-126-550R-_-Product",
CORN," GTX 650 1GB 128-Bit GDDR5 Graphic Card Video Card GPU GTX650-DCO-1GD5  DirectX 11 PCI Express 3.0 HDCP DVI/VGA/Mini HDMI"," 84"," https://www.newegg.com/corn-electronics-nvidia-geforce-gtx-650/p/1FT-0040-00001?Description=GPU&cm_re=GPU-_-9SIA4RE5UR7417-_-Product",
ASUS," TUF Gaming NVIDIA GeForce RTX 3090 TI Graphics Card (PCIe 4.0| 24GB GDDR6X| HDMI 2.1| DisplayPort 1.4a| Dual Ball Fan Bearings| Military-grade Certification| GPU Tweak) TUF-RTX3090TI-24G-GAMING"," 2888"," https://www.newegg.com/p/1FT-000Y-007D0?Description=GPU&cm_re=GPU-_-9SIAYB7J0G2869-_-Product",
Visiontek," Radeon HD 7750 2GB GDDR5 6M (6 x Mini DP)| 900614"," 226"," https://www.newegg.com/visiontek-radeon-hd-7750-900614/p/N82E16814129274?Description=GPU&cm_re=GPU-_-14-129-274-_-Product",
ASRock," Radeon RX 6900 XT PHANTOM GAMING D Graphics Card 16GB GDDR6| AMD RDNA2 (RX6900XT PGD 16GO)"," 1149"," https://www.newegg.com/asrock-radeon-rx-6800-xt-rx6900xt-pgd-16g/p/N82E16814930052?Description=GPU&cm_re=GPU-_-14-930-052-_-Product",
Dell," Radeon 6350 LP 512MB Single Fan GDDR3 HFKYC Video Graphics Card GPU"," 19"," https://www.newegg.com/dell-radeon-hd-6350-hfkyc/p/27N-001D-001X9?Description=GPU&cm_re=GPU-_-9SIADFRG018322-_-Product",
GIGABYTE," AORUS Radeon RX 6900 XT 16GB GDDR6 PCI Express 4.0 ATX Video Card GV-R69XTAORUSX WB-16GD"," 1614"," https://www.newegg.com/gigabyte-radeon-rx-6900-xt-gv-r69xtaorusx-wb-16gd/p/N82E16814932446?Description=GPU&cm_re=GPU-_-14-932-446-_-Product",
GIGABYTE," GeForce GTX 1050 Ti 4GB GDDR5 PCI Express 3.0 x16 ATX Video Cards GV-N105TD5-4GD"," 208"," https://www.newegg.com/gigabyte-geforce-gtx-1050-ti-gv-n105td5-4gd/p/N82E16814125916?Description=GPU&cm_re=GPU-_-14-125-916-_-Product",
ASUS," TUF Gaming GeForce RTX 3090 24GB GDDR6X PCI Express 4.0 SLI Support Video Card TUF-RTX3090-O24G-GAMING"," 2270"," https://www.newegg.com/asus-geforce-rtx-3090-tuf-rtx3090-o24g-gaming/p/N82E16814126454?Description=GPU&cm_re=GPU-_-14-126-454-_-Product",
GIGABYTE," Vision OC GeForce RTX 3060 Ti 8GB GDDR6 PCI Express 4.0 ATX Video Card GV-N306TVISION OC-8GD (rev. 2.0) (LHR)"," 629"," https://www.newegg.com/gigabyte-geforce-rtx-3060-ti-gv-n306tvision-oc-8gd/p/N82E16814932454?Description=GPU&cm_re=GPU-_-14-932-454-_-Product",
MSI," Radeon RX 470 8GB Dual Fan GDDR5 ARMOR OC Video Card Graphics GPU"," 365"," https://www.newegg.com/p/27N-0023-000Z5?Description=GPU&cm_re=GPU-_-27N-0023-000Z5-_-Product",
ASRock," OC Formula Radeon RX 6900 XT 16GB GDDR6 PCI Express 4.0 ATX Video Card RX6900XT OCF 16G"," 1239"," https://www.newegg.com/asrock-radeon-rx-6900-xt-rx6900xt-ocf-16g/p/N82E16814930057?Description=GPU&cm_re=GPU-_-14-930-057-_-Product",
ZOTAC," GAMING GeForce GTX 1660 SUPER 6GB GDDR6 192-bit Gaming Graphics Card| Super Compact| ZT-T16620F-10L"," 437"," https://www.newegg.com/zotac-geforce-gtx-1660-super-zt-t16620f-10l/p/N82E16814500482?Description=GPU&cm_re=GPU-_-14-500-482-_-Product",
Yeston," Radeon RX6800XT 16GB D6 GDDR6 256bit 7nm Desktop computer PC Video Graphics Cards support PCI-Express 4.0 3*DP+1*HDMI-compatible  RGB light effect Fragrant graphics card"," 1099"," https://www.newegg.com/yeston-radeon-rx-6800-xt-rx6800xt/p/27N-0042-000C8?Description=GPU&cm_re=GPU-_-9SIAZUEFY85385-_-Product",
MSI," Suprim GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 ATX Video Card RTX 3080 Ti SUPRIM X 12G"," 1688"," https://www.newegg.com/msi-geforce-rtx-3080-ti-suprim-x-12g/p/N82E16814137660?Description=GPU&cm_re=GPU-_-14-137-660-_-Product",
ZOTAC," GAMING GeForce RTX 3050 Twin Edge OC 8GB GDDR6 128-bit 14 Gbps PCIE 4.0 Gaming Graphics Card| IceStorm 2.0 Advanced Cooling| FREEZE Fan Stop| Active Fan Control| ZT-A30500H-10M"," 413"," https://www.newegg.com/zotac-geforce-rtx-3050-zt-a30500h-10m/p/N82E16814500529?Description=GPU&cm_re=GPU-_-14-500-529-_-Product",
Maxsun," New cyclone blade cooling system Radeon RX 550 4G Graphic Card GDDR5 GPU Gaming Video Card video For PC Slivered PCB full solid capacitance"," 191"," https://www.newegg.com/maxsun-gddr5-polaris-12/p/1FT-009J-00060?Description=GPU&cm_re=GPU-_-1FT-009J-00060-_-Product",
ASUS," ROG Strix GeForce RTX 3080 10GB GDDR6X PCI Express 4.0 Video Card ROG-STRIX-RTX3080-O10G-WHITE"," 1498"," https://www.newegg.com/asus-geforce-rtx-3080-rog-strix-rtx3080-o10g-white/p/N82E16814126483?Description=GPU&cm_re=GPU-_-14-126-483-_-Product",
XFX," SPEEDSTER SWFT309 AMD Radeon RX 6700 XT CORE Gaming Graphics Card with 12GB GDDR6 HDMI 3xDP| AMD RDNA 2 (RX-67XTYJFDV)"," 569"," https://www.newegg.com/xfx-radeon-rx-6700-xt-rx-67xtyjfdv/p/N82E16814150852",
ASUS," B85-PLUS LGA 1150 ATX Intel Motherboard with UEFI BIOS"," 329"," https://www.newegg.com/p/N82E16813131996",
GIGABYTE," X570 AORUS ELITE WIFI AM4 ATX AMD Motherboard"," 179"," https://www.newegg.com/gigabyte-x570-aorus-elite-wifi/p/N82E16813145165",
MSI," B360 GAMING ARCTIC LGA 1151 (300 Series) ATX Intel Motherboard"," 329"," https://www.newegg.com/p/N82E16813144153",
Yeston," Radeon RX6600XT 8GB D6 GDDR6 128bit 7nm Desktop computer PC Video Graphics Cards support PCI-Express 4.0 3*DP+1*HDMI-compatible  graphics card"," 549"," https://www.newegg.com/yeston-radeon-rx-6600-xt-rx6600xt-8g-d6-ga/p/27N-0042-000E2?Description=GPU&cm_re=GPU-_-9SIAZUEGFD6066-_-Product",
ASUS," Dual NVIDIA GeForce RTX 3070 V2 OC Edition Gaming Graphics Card (PCIe 4.0| 8GB GDDR6| LHR| HDMI 2.1| DisplayPort 1.4a| Axial-tech Fan Design| Dual BIOS| Protective Backplate)"," 799"," https://www.newegg.com/asus-geforce-rtx-3070-dual-rtx3070-o8g-v2/p/N82E16814126531?Description=GPU&cm_re=GPU-_-14-126-531-_-Product",
MSI," Suprim GeForce RTX 3090 24GB GDDR6X PCI Express 4.0 Video Card RTX 3090 SUPRIM X 24G"," 2380"," https://www.newegg.com/msi-geforce-rtx-3090-rtx3090-suprim-x-24g/p/N82E16814137610?Description=GPU&cm_re=GPU-_-14-137-610-_-Product",
Yeston," Radeon RX550 2GB GDDR5 1071MHz 640processors PCIExpress 3.0 DirectX12 Single Slot 4*HDMI compatible graphics card of Desktop"," 149"," https://www.newegg.com/yeston-rx550-2g-d5-4hdmi/p/27N-0042-000B9?Description=GPU&cm_re=GPU-_-9SIAZUEFN68256-_-Product",
PNY," GeForce GTX 1660 6GB XLR8 OC GDDR5 VCG16606DFMPB-O Video Graphics Card GPU"," 399"," https://www.newegg.com/pny-geforce-gtx-1660-vcg16606dfmpb-o/p/1FT-000P-003T9?Description=GPU&cm_re=GPU-_-9SIADFRBBS3592-_-Product",
EVGA," GeForce GTX 1650 SC ULTRA GAMING| 04G-P4-1057-KR| 4GB GDDR5| Dual Fan| Metal Backplate"," 336"," https://www.newegg.com/evga-geforce-gtx-1650-04g-p4-1057-kr/p/N82E16814487449?Description=GPU&cm_re=GPU-_-14-487-449-_-Product",
PowerColor," RED DEVIL Radeon RX 6600 XT 8GB GDDR6 PCI Express 4.0 ATX Video Card 6600XT 8GBD6-3DHE/OC"," 731"," https://www.newegg.com/powercolor-radeon-rx-6600-xt-6600xt-8gbd6-3dhe-oc/p/N82E16814131788?Description=GPU&cm_re=GPU-_-14-131-788-_-Product",
EVGA," GeForce RTX 3070 XC3 ULTRA GAMING Video Card| 08G-P5-3755-KL| 8GB GDDR6| iCX3 Cooling| ARGB LED| Metal Backplate| LHR"," 711"," https://www.newegg.com/evga-geforce-rtx-3070-08g-p5-3755-kl/p/N82E16814487545?Description=GPU&cm_re=GPU-_-14-487-545-_-Product",
GIGABYTE," AORUS Radeon RX 6900 XT MASTER 16G (rev. 2.0) Graphics Card| MAX-COVERED Cooling| 16GB 256-bit GDDR6| GV-R69XTAORUS M-16GD Rev2.0 Video Card"," 1499"," https://www.newegg.com/gigabyte-radeon-rx-6900-xt-gv-r69xtaorus-m-16gd/p/N82E16814932493?Description=GPU&cm_re=GPU-_-14-932-493-_-Product",
MSI," Gaming GeForce RTX 3060 Ti 8GB GDDR6 PCI Express 4.0 Video Card RTX 3060 Ti GAMING Z TRIO 8G LHR"," 749"," https://www.newegg.com/msi-geforce-rtx-3060-ti-rtx306tgamingztrio8l/p/N82E16814137684?Description=GPU&cm_re=GPU-_-14-137-684-_-Product",
GIGABYTE," AORUS GeForce RTX 3060 ELITE 12G Graphics Card| 3 x WINDFORCE Fans| 12GB 192-bit GDDR6| GV-N3060AORUS E-12GD Video Card"," 642"," https://www.newegg.com/gigabyte-geforce-rtx-3060-gv-n3060aorus-e-12gd/p/N82E16814932400?Description=GPU&cm_re=GPU-_-14-932-400-_-Product",
Visiontek," Radeon HD 5450 2GB DDR3 (DVI-I| HDMI| VGA)| 900356"," 69"," https://www.newegg.com/visiontek-radeon-hd-5450-900356/p/N82E16814129186?Description=GPU&cm_re=GPU-_-14-129-186-_-Product",
Yeston," Radeon RX550 4GB GDDR5 1183MHz 512processors PCIExpress 3.0 DirectX12 Double slot DP+HDMI compatible +DVI-D graphics card of Desktop"," 169"," https://www.newegg.com/yeston-radeon-rx-550-rx550-4gd5-td/p/27N-0042-000F6?Description=GPU&cm_re=GPU-_-9SIAZUEGW31524-_-Product",
CORN," GTX 960 128-Bit 2GB GDDR5 Graphic Card with dual fans Video Card GPU Support DirectX12 PCI Express 3.0 DP/DVI-D/HDMI|Play for LOL|PUBG|OW|APex|CSGO etc."," 209"," https://www.newegg.com/p/1FT-0040-00024?Description=GPU&cm_re=GPU-_-9SIA4RE8Y69134-_-Product",
GIGABYTE," AORUS GeForce RTX 3080 XTREME 10GB GDDR6X PCI Express 4.0 ATX Video Card GV-N3080AORUS X-10GD (rev. 2.0) (LHR)"," 1349"," https://www.newegg.com/gigabyte-geforce-rtx-3080-gv-n3080aorus-x-10gd/p/N82E16814932457?Description=GPU&cm_re=GPU-_-14-932-457-_-Product",
ASUS," GeForce GTX 1070 8GB Dual-fan Gaming Graphics Card (DUAL-GTX1070-8G) GPU"," 354"," https://www.newegg.com/asus-gtx-1070/p/1FT-000Y-001N2?Description=GPU&cm_re=GPU-_-1FT-000Y-001N2-_-Product",
PNY," GeForce GTX 1070 8GB XLR8 OC Dual Fan VCGGTX10708XGPB-OC-BB Video Card GPU"," 349"," https://www.newegg.com/p/1FT-000P-003F4?Description=GPU&cm_re=GPU-_-1FT-000P-003F4-_-Product",
ASUS," ROG Strix GeForce RTX 3070 8GB GDDR6 PCI Express 4.0 Video Card ROG-STRIX-RTX3070-O8G-WHITE"," 1112"," https://www.newegg.com/asus-geforce-rtx-3070-rog-strix-rtx3070-o8g-white/p/N82E16814126484?Description=GPU&cm_re=GPU-_-14-126-484-_-Product",
ASUS," GeForce GTX 1660 SUPER Overclocked 6GB Phoenix Fan Edition HDMI DP DVI Graphics Card (PH-GTX1660S-O6G)"," 463"," https://www.newegg.com/asus-geforce-gtx-1660-super-ph-gtx1660s-o6g/p/N82E16814126353?Description=GPU&cm_re=GPU-_-14-126-353-_-Product",
MSI," Ventus GeForce RTX 3060 12GB GDDR6 PCI Express 4.0 Video Card RTX 3060 Ventus 2X 12G OC LHR"," 579"," https://www.newegg.com/msi-rtx3060/p/1FT-0009-006C8?Description=GPU&cm_re=GPU-_-1FT-0009-006C8-_-Product",
PowerColor," Red Dragon AMD Radeon RX 6800 XT Gaming Graphics Card with 16GB GDDR6 Memory| Powered by AMD RDNA 2| Raytracing| PCI Express 4.0| HDMI 2.1| AMD Infinity Cache"," 1199"," https://www.newegg.com/powercolor-radeon-rx-6800-xt-axrx-6800xt-16gbd6-3dhr-oc/p/N82E16814131769?Description=GPU&cm_re=GPU-_-14-131-769-_-Product",
ASUS," TUF Gaming NVIDIA GeForce RTX 3080 O10G V2 GAMING Edition Graphics Card (PCIe 4.0| 10GB GDDR6X| LHR| HDMI 2.1| DisplayPort 1.4a| Dual Ball Fan Bearings| Military-grade Certification)"," 1201"," https://www.newegg.com/asus-geforce-rtx-3080-tuf-rtx3080-o10g-v2-gaming/p/1FT-000Y-006C3?Description=GPU&cm_re=GPU-_-1FT-000Y-006C3-_-Product",
Yeston," Radeon RX6600XT 8GB D6 GDDR6 128bit 7nm Desktop computer PC Video Graphics Cards support PCI-Express 4.0 3*DP+1*HDMI-compatible  graphics card"," 529"," https://www.newegg.com/yeston-rx6800-16gd6-ya/p/27N-0042-000B7?Description=GPU&cm_re=GPU-_-9SIAZUEFFH1569-_-Product",
MSI," Ventus GeForce RTX 2060 SUPER 8GB GDDR6 PCI Express 3.0 x16 Video Card RTX 2060 SUPER VENTUS GP OC"," 489"," https://www.newegg.com/msi-geforce-rtx-2060-super-rtx-2060-super-ventus-gp-oc/p/N82E16814137477?Description=GPU&cm_re=GPU-_-14-137-477-_-Product",
ASUS," ROG Strix Radeon RX 6900 XT 16GB GDDR6 PCI Express 4.0 CrossFireX Support ATX Video Card ROG-STRIX-LC-RX6900XT-T16G-GAMING"," 1799"," https://www.newegg.com/asus-radeon-rx-6900-xt-rog-strix-lc-rx6900xt-t16g-gaming/p/N82E16814126514?Description=GPU&cm_re=GPU-_-14-126-514-_-Product",
Yeston," GeForce GTX 1660 Ti-6G  GDDR6  6GB 192Bit  Graphics cards Nvidia pci express x16 3.0 Desktop computer PC video gaming graphics card"," 369"," https://www.newegg.com/yeston-geforce-gtx-1660-super-gtx1660-super-6g-d6/p/1FT-007N-00043?Description=GPU&cm_re=GPU-_-9SIAZUEFTV3798-_-Product",
GIGABYTE," AORUS GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 ATX Video Card GV-N308TAORUSX W-12GD"," 1849"," https://www.newegg.com/gigabyte-geforce-rtx-3080-ti-gv-n308taorusx-w-12gd/p/N82E16814932462?Description=GPU&cm_re=GPU-_-14-932-462-_-Product",
MSI," Ventus GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 ATX Video Card RTX 3080 Ti VENTUS 3X 12G"," 1545"," https://www.newegg.com/msi-geforce-rtx-3080-ti-rtx-3080-ti-ventus-3x-12g/p/N82E16814137656?Description=GPU&cm_re=GPU-_-14-137-656-_-Product",
ASUS," GeForce GTX 1650 4GB Phoenix Fan Overclocked Edition HDMI DP DVI Graphics Card (PH-GTX1650-O4G)"," 229"," https://www.newegg.com/asus-geforce-gtx-1650-ph-gtx1650-o4g/p/N82E16814126322?Description=GPU&cm_re=GPU-_-14-126-322-_-Product",
MSI," GeForce GT 730 2GB DDR3 PCI Express 2.0 x16 ATX Video Card N730-2GD3V3"," 57"," https://www.newegg.com/msi-geforce-gt-730-n730-2gd3v3/p/N82E16814127906?Description=GPU&cm_re=GPU-_-14-127-906-_-Product",
ASUS," GeForce RTX 2080Ti 11GB STRIX LED GDDR6 ROG-STRIX-RTX2080TI-11G-GAMING Video Graphics Card GPU"," 1179"," https://www.newegg.com/asus-geforce-rtx-2080-ti-rog-strix-rtx2080ti-11g-gaming/p/1FT-000Y-005H5?Description=GPU&cm_re=GPU-_-1FT-000Y-005H5-_-Product",
GIGABYTE," Radeon RX 6600 XT EAGLE 8G Graphics Card| WINDFORCE 3X Cooling System| 8GB 128-bit GDDR6| GV-R66XTEAGLE-8GD Video Card"," 519"," https://www.newegg.com/gigabyte-radeon-rx-6600-xt-gv-r66xteagle-8gd/p/N82E16814932475?Description=GPU&cm_re=GPU-_-14-932-475-_-Product",
ASUS," GTX 1070 8GB Dual OC Video Card DUAL-GTX1070-O8G Nvidia GPU Graphics Card"," 349"," https://www.newegg.com/asus-dual-gtx1070-o8g/p/1FT-000Y-001A6?Description=GPU&cm_re=GPU-_-1FT-000Y-001A6-_-Product",
GIGABYTE," GeForce GTX 1660 Ti OC 6G Graphics Card| 2 x WINDFORCE Fans| 6GB 192-Bit GDDR6| GV-N166TOC-6GD Video Card"," 344"," https://www.newegg.com/gigabyte-geforce-gtx-1660-ti-gv-n166toc-6gd/p/N82E16814932131?Description=GPU&cm_re=GPU-_-14-932-131-_-Product",
GIGABYTE," AORUS GeForce RTX 3090 XTREME WATERFORCE WB 24G Graphics Card| WATERFORCE Water Block Cooling System| 24GB 384-bit GDDR6X| GV-N3090AORUSX WB-24GD Video Card"," 2799"," https://www.newegg.com/gigabyte-geforce-rtx-3090-gv-n3090aorusx-wb-24gd/p/N82E16814932386?Description=GPU&cm_re=GPU-_-14-932-386-_-Product",
Colorful," AXE RTX 3060Ti 12G LHR Video Card  PCI Express 4.0 Nvidia Graphics Card  GPU Video Cards for Desktop Graphics Cards"," 599"," https://www.newegg.com/colorful-geforce-rtx-3060ti-axe-rtx3060ti-lhr/p/1FT-005B-000D1?Description=GPU&cm_re=GPU-_-1FT-005B-000D1-_-Product",
MSI," Ventus GeForce RTX 3050 Video Card RTX 3050 Ventus 2X 8G OC"," 329"," https://www.newegg.com/msi-geforce-rtx-3050-rtx-3050-ventus-2x-8g-oc/p/N82E16814137708",
ASRock," Radeon RX 6700 XT Challenger D Gaming Graphic Card| 12GB GDDR6 VRAM| AMD RDNA2 (RX6700XT CLD 12G)"," 528"," https://www.newegg.com/asrock-radeon-rx-6700-xt-rx6700xt-cld-12g/p/N82E16814930056",
GIGABYTE," GeForce RTX 3050 GAMING OC 8G Graphics Card| 3x WINDFORCE Fans| 8GB GDDR6 128-bit GDDR6| GV-N3050GAMING OC-8GD Video Card"," 379"," https://www.newegg.com/gigabyte-geforce-rtx-3050-gv-n3050gaming-oc-8gd/p/N82E16814932496",
MSI," Ventus GeForce RTX 3060 Ti Video Card RTX 3060 Ti VENTUS 2X 8G OCV1 LHR"," 579"," https://www.newegg.com/msi-geforce-rtx-3060-ti-rtx-3060-ti-ventus-2x-8g-ocv1-lhr/p/N82E16814137673",
EVGA," GeForce RTX 3080 FTW3 ULTRA GAMING Video Card| 10G-P5-3897-KL| 10GB GDDR6X| iCX3 Technology| ARGB LED| Metal Backplate| LHR"," 1924"," https://www.newegg.com/evga-geforce-rtx-3080-10g-p5-3897-kl/p/N82E16814487541?Description=GPU&cm_re=GPU-_-14-487-541-_-Product",
Yeston," Radeon RX6800XT 16GB D6 GDDR6 256bit 7nm Desktop computer PC Video Graphics Cards support PCI-Express 4.0 2*DP+1*HDMI-compatible +1*Type c  RGB light effect Fragrant graphics card"," 1099"," https://www.newegg.com/yeston-radeon-rx-6800-xt-rx6800xt-16gd6-ya/p/27N-0042-00088?Description=GPU&cm_re=GPU-_-9SIAZUEEWF9229-_-Product",
GIGABYTE," Eagle GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 ATX Video Card GV-N308TEAGLE-12GD"," 1523"," https://www.newegg.com/gigabyte-geforce-rtx-3080-ti-gv-n308teagle-12gd/p/N82E16814932439?Description=GPU&cm_re=GPU-_-14-932-439-_-Product",
