Marca,Desc_Producto,Precio,URL_Producto
Phanteks, PH-P1000GC Revolt Pro 1000W| 80 PLUS GOLD| Fully Modular| Integrated the patented Power Combo technology, 169, https://www.newegg.com/phanteks-revolt-pro-ph-p1000gc-1000w/p/N82E16817987007?Description=PSU&cm_re=PSU-_-17-987-007-_-Product
Cooler, Master MWE Gold 1050 V2 Fully Modular| 1050W| 80+ Gold Efficiency| Quiet 140mm FDB Fan| 2 EPS Connectors| High Temperature Resilience| 10 Year Warranty, 191, https://www.newegg.com/cooler-master-mwe-gold-1050-v2-mpe-a501-afcag-us-1050w/p/N82E16817171208?Description=PSU&cm_re=PSU-_-17-171-208-_-Product
ARESGAME, Power Supply 650W 80+ Bronze Certified PSU (AGV650), NA, https://www.newegg.com/aresgame-agv650-1-650w/p/1HU-02S4-00004?Description=PSU&cm_re=PSU-_-9SIAU6NDAS6662-_-Product
RGB, Power Supply 850W Fully Modular 80 PLUS Gold Certified with Addressable ARGB LED PSU 12V Power Supplies for Computer, 79, https://www.newegg.com/p/1HU-02T9-00006?Description=PSU&cm_re=PSU-_-1HU-02T9-00006-_-Product
2000W, ATX Mining Power Supply| 110-240V PSU Support 8 GPUs Mining Rig| High Efficiency and Stable PC Miner Power Supply| Suitable for BTC ETH ETC ZEC ZCASH DGB XMR Miner Multi-Currency Mining, 155, https://www.newegg.com/p/1HU-0339-00001?Description=PSU&cm_re=PSU-_-1HU-0339-00001-_-Product
Thermaltake, Toughpower GF1 ARGB 650W 80+ Gold 16.8 Million Colors 18 Addressable LEDs 5V Motherboard Sync/Analog Controlled SLI Full Modular Power Supply PS-TPD-0650F3FAGU-1, 99, https://www.newegg.com/thermaltake-toughpower-gf1-argb-650w-gold-tt-premium-edition-ps-tpd-0650f3faga-1/p/N82E16817153411?Description=PSU&cm_re=PSU-_-17-153-411-_-Product
Seasonic, FOCUS SGX-650| 650W 80+ Gold| Full-Modular| SFX-L Form Factor| Compact Size| Fan Control in Fanless| Silent| and Cooling Mode| 10 Year Warranty| Power Supply| SSR-650SGX., 149, https://www.newegg.com/seasonic-focus-sgx-ssr-650sgx-650w/p/N82E16817151224?Description=PSU&cm_re=PSU-_-17-151-224-_-Product
ASUS, TUF GAMING 750W Bronze PSU| Power Supply| Axial-tech Fan Design| Dual Ball Fan Bearings| 0dB Technology| 80 PLUS Bronze Certification| 80cm 8-pin CPU Connector| 6-year Warranty, 99, https://www.newegg.com/asus-tuf-gaming-750b-750w/p/N82E16817320012?Description=PSU&cm_re=PSU-_-17-320-012-_-Product
Enermax, CyberBron 700W 80 PLUS BRONZE Certified| Non-Modular| ATX12V / EPS12V| 5 Year Warranty| Active PFC Power Supply| ECB700EWT, 57, https://www.newegg.com/enermax-cyberbron-ecb700ewt-700w/p/N82E16817194137?Description=PSU&cm_re=PSU-_-17-194-137-_-Product
CORSAIR, RMx Series RM1000X 1000W 80 PLUS GOLD Haswell Ready Full Modular ATX12V & EPS12V Power Supply SLI and Crossfire Ready| CP-9020094-NA, 259, https://www.newegg.com/corsair-rmx-series-rm1000x-1000w/p/N82E16817139140?Description=PSU&cm_re=PSU-_-17-139-140-_-Product
SSUPD, Meshlicious Mini-ITX Small Form Factor (SFF) Case - One Tempered Glass Side Panel & One Mesh Side Panel with PCIe 3.0 Riser Cable - White Color| Tool-Free and Easy Accessibility, 89, https://www.newegg.com/white-ssupd-meshlicious-mini-itx/p/2AM-030R-00007?Description=PSU&cm_re=PSU-_-9SIAS0BE9W0176-_-Product
Antec, NeoECO Gold Zen NE500G Zen Power Supply 500W| 80 PLUS GOLD Certified with 120mm Silent Fan| LLC + DC to DC Design| Japanese Caps| CircuitShield Protection| 5-Year Warranty, 72, https://www.newegg.com/antec-neoeco-gold-zen-series-ne500g-zen-500w/p/N82E16817371127?Description=PSU&cm_re=PSU-_-17-371-127-_-Product
Antec, Signature Series SP1300| 80 PLUS Platinum Certified| 1300W Full Modular with OC Link Feature| PhaseWave Design| Full Top-Grade Japanese Caps| Zero RPM Mode| 135 mm FDB Silence & 10-Year Warranty, 268, https://www.newegg.com/antec-signature-1300-platinum-sp1300-1300w/p/N82E16817371132?Description=PSU&cm_re=PSU-_-17-371-132-_-Product
Phanteks, Revolt PH-P750GSF_US01 750 W SFX 80 PLUS GOLD Certified Full Modular Power Supply, 149, https://www.newegg.com/phanteks-revolt-ph-p750gsf-us01-750-w/p/N82E16817987014?Description=PSU&cm_re=PSU-_-17-987-014-_-Product
BitFenix, Formula 80 Plus Gold Standard ATX PSU 750W BF-750G| BP-FM750ULAG-7R, 89, https://www.newegg.com/bitfenix-formula-gold-series-bp-fm750ulag-7r-750w/p/N82E16817376012?Description=PSU&cm_re=PSU-_-9SIAGRZ79X0797-_-Product
Thermaltake, V200 Tempered Glass RGB Edition Mid-Tower Chassis CA-1K8-00M1WN-01, 63, https://www.newegg.com/black-thermaltake-v200-tg-rgb-edition-atx-mid-tower-chassis/p/N82E16811133390?Description=PSU&cm_re=PSU-_-11-133-390-_-Product
Thermaltake, Smart BX1 RGB 650W Bronze SLI/ CrossFire Ready Continuous Power RGB LED ATX12V v2.3 / EPS v2.92 80 PLUS Bronze Certified 5 Year Warranty Non Modular Power Supply PS-SPR-0650NHFABU-1, 87, https://www.newegg.com/thermaltake-smart-bx1-rgb-650w-ps-spr-0650nhfabu-1/p/N82E16817153386?Description=PSU&cm_re=PSU-_-17-153-386-_-Product
EVGA, SuperNOVA 750 G3| 220-G3-0750-X1| 80+ GOLD| 750W Fully Modular| EVGA ECO Mode with New HDB Fan| Includes FREE Power On Self Tester| Compact 150mm Size| Power Supply, 169, https://www.newegg.com/evga-supernova-750-g3-220-g3-0750-x1-750w/p/N82E16817438093?Description=PSU&cm_re=PSU-_-17-438-093-_-Product
Power, Supply RGB 850W Rainbow Fully Modular 80PLUS Gold Certified with Addressable RGB Light Power Supplies for Computer - White, 88, https://www.newegg.com/p/1HU-02T9-00017?Description=PSU&cm_re=PSU-_-1HU-02T9-00017-_-Product
BitFenix, Whisper M 80 Plus Gold Full Modular 650W PSU| BWG650M, 99, https://www.newegg.com/bitfenix-bp-wg650umag-7fm-650w/p/N82E16817376006?Description=PSU&cm_re=PSU-_-9SIAGRZ79X0632-_-Product
BitFenix, Whisper M 80 Plus Gold Full Modular 850W PSU| BWG850M, 119, https://www.newegg.com/bitfenix-bp-wg850umag-7fm-850w/p/N82E16817376004?Description=PSU&cm_re=PSU-_-9SIAGRZ79X0713-_-Product
APEX, SL-275TFX 275 W TFX12V Power Supply, 29, https://www.newegg.com/apex-sl-275tfx-275w/p/N82E16817154027?Description=PSU&cm_re=PSU-_-17-154-027-_-Product
Montech, Gamma II 750W| 80+ Gold Certified PSU| LLC+DC to DC Technology| High Quality Components| 100% Japanese Capacitors| Silent Fan| High Performance| Full Flat Cables, 69, https://www.newegg.com/montech-gamma-750w/p/1HU-0236-00006?Description=PSU&cm_re=PSU-_-9SIAK91AV38972-_-Product
CORSAIR, CX-M Series CX750M 750W 80 PLUS BRONZE Haswell Ready ATX12V & EPS12V Semi-modular Power Supply, 125, https://www.newegg.com/corsair-cx-series-cx750m-750w/p/N82E16817139051?Description=PSU&cm_re=PSU-_-17-139-051-_-Product
Antec, NeoECO Platinum NE850 Platinum Power Supply 850W| 80 PLUS Platinum Certified with 7-Year Warranty| 120mm Silent Fan| LLC + DC to DC Design| Japanese Caps| CircuitShield Protection & Zero RPM, 174, https://www.newegg.com/antec-ne850-platinum-850w/p/N82E16817371140?Description=PSU&cm_re=PSU-_-17-371-140-_-Product
Montech, Century 550 Watt 80 Plus Gold Certified Fully Modular Power Supply| Compact ATX Size| FDB Premium Fan| 100% Japanese Capacitors| High-Performance| High Quality Components, 65, https://www.newegg.com/montech-century-550-550w/p/1HU-0236-00008?Description=PSU&cm_re=PSU-_-9SIAK91B579095-_-Product
Power, Supply Adapter Unit for Sony PSU APS-250 APS-270 APS270 PS3 Slim USA, 59, https://www.newegg.com/p/1HU-01K6-00B92?Description=PSU&cm_re=PSU-_-9SIBA1GH7F4056-_-Product
CORSAIR, AX Series AX850 CP-9020151-NA 850 W ATX12V 80 PLUS TITANIUM Certified Full Modular Power Supply, 279, https://www.newegg.com/corsair-ax-series-ax850-cp-9020151-na-850w/p/N82E16817139158?Description=PSU&cm_re=PSU-_-17-139-158-_-Product
Super, Flower Leadex III 850W 80+ Gold| Three-Way ECO Mode Fanless| Silent & Cooling Mode| FDB Fan| Full Modular Power Supply| Dual Over Power Protection| SF-850F14HG, 109, https://www.newegg.com/super-flower-leadex-iii-sf-850f14hg-850w/p/1HU-024C-00005
EVGA, SuperNOVA P3 220-P3-1200-X1 1200W Power Supply, 249, https://www.newegg.com/evga-supernova-p3-220-p3-1200-x1-1200w/p/N82E16817438227
Super, Flower Leadex Platinum SE 1000W 80+ Platinum| 10 Years Warranty| ECO Fanless & Silent Mode| Full Flat Ribbon Modular Power Supply| Dual Ball Bearing Fan| SF-1000F14MP V2, 189, https://www.newegg.com/super-flower-leadex-platinum-se-sf-1000f14mp-v2-1000w/p/1HU-024C-00020
Cooler, Master Master Watt 550 Watt Semi-Fanless Silencio Fan| Semi-Modular 80 PLUS Bronze Power Supply, 79, https://www.newegg.com/cooler-master-masterwatt-series-mpx-5501-amaab-us-550w/p/N82E16817171115
Thermaltake, Smart BX1 650W Bronze SLI/ CrossFire Ready Continuous Power ATX12V V2.3/ EPS V2.92 80 Plus Bronze Certified 5 Year Warranty Non Modular Power Supply PS-SPD-0650NNFABU-1, 59, https://www.newegg.com/thermaltake-smart-bx1-650w-ps-spd-0650nnfabu-1/p/N82E16817153404?Description=PSU&cm_re=PSU-_-17-153-404-_-Product
Dell, EqualLogic RS-PSU-450-AC1N 440W Power Supply PS4000 PS5000 PS6000 64362-04E 94535-01, 55, https://www.newegg.com/dell-rs-psu-450-ac1n/p/1HU-005J-00H19?Description=PSU&cm_re=PSU-_-9SIA9AX9C43316-_-Product
FSP, Twins Pro ATX PS2 1+1 Dual Module 900W 80 PLUS GOLD Hot-swappable Redundant Digital Power Supply with Guardian Monitor Software (Twins Pro 900), 679, https://www.newegg.com/p/1HU-0095-000R9?Description=PSU&cm_re=PSU-_-9SIABP9DXB0344-_-Product
Rosewill, PMG750 80 Plus Gold Certified 750W Fully Modular Power Supply | ATX| 12V v2.31| EPS 12V v2.92 | 135mm Quiet Fan | 5 Year Warranty, 157, https://www.newegg.com/rosewill-pmg-series-pmg750-750w/p/N82E16817182431R?Description=PSU&cm_re=PSU-_-17-182-431R-_-Product
Cooler, Master V750 Gold V2 White Edition Full Modular| 750W| 80+ Gold Efficiency| Semi-fanless Operation| 16AWG PCIe High-efficiency Cables| 10 Year Warranty, 153, https://www.newegg.com/cooler-master-v750-gold-v2-white-edition-mpy-750v-agbag-us-750w/p/N82E16817171169?Description=PSU&cm_re=PSU-_-17-171-169-_-Product
CORSAIR, CX-M Series CX650M 650W 80 PLUS BRONZE Haswell Ready ATX12V & EPS12V Semi-Modular Power Supply CP-9020103-NA, 86, https://www.newegg.com/corsair-cx-series-cx650m-650w/p/N82E16817139148?Description=PSU&cm_re=PSU-_-17-139-148-_-Product
Thermaltake, Toughpower GF1 Series PS-TPD-0850FNFAGU-W 850 W ATX 12V v2.4 / EPS v2.92 80 PLUS GOLD Certified Full Modular Active PFC Power Supply - TT Premium Edition, 139, https://www.newegg.com/thermaltake-toughpower-gf1-series-ps-tpd-0850fnfagu-w-850-w/p/N82E16817153432?Description=PSU&cm_re=PSU-_-17-153-432-_-Product
FSP, Hydro G PRO 850W 80 Plus Gold Full Modular ATX 12V V2.52 Active PFC Power Supply with 10-Year Warranty (HG2-850), 129, https://www.newegg.com/p/1HU-0095-000H1?Description=PSU&cm_re=PSU-_-9SIABP99MG2362-_-Product
220W, Power Supply PSU For Dell Inspiron 660s Vostro 270s - FREE PRIORITY L2, 59, https://www.newegg.com/p/1HU-026H-003Z1?Description=PSU&cm_re=PSU-_-9SIA575EKX3910-_-Product
FSP, Twins Pro ATX PS2 1+1 Dual Module 500W Efficiency Greater than 90% Hot-swappable Redundant Digital Power Supply with Guardian Monitor Software (Twins Pro 500), 394, https://www.newegg.com/p/1HU-0095-000P1?Description=PSU&cm_re=PSU-_-1HU-0095-000P1-_-Product
Fractal, Design Torrent RGB Black E-ATX Tempered Glass Window High-Airflow Mid Tower Computer Case FD-C-TOR1A-04, 229, https://www.newegg.com/black-fractal-design-torrent-atx-mid-tower/p/N82E16811352146?Description=PSU&cm_re=PSU-_-11-352-146-_-Product
1600W, Full Modular Mining Power Supply| 110V-240V ATX PSU for Bitcoin Miner ETH Rig Supports 6 GPU| 80+ Gold Certified with 150CM US Plug Adapter Cable, 209, https://www.newegg.com/p/1HU-0339-00003?Description=PSU&cm_re=PSU-_-1HU-0339-00003-_-Product
Weastlinks, DC ATX Peak PSU 19V 200W Pico ATX Switch Mining PSU 24pin MINI ITX DC to ATX PC Power Supply For Computer, 34, https://www.newegg.com/p/1HU-031G-00005?Description=PSU&cm_re=PSU-_-9SIAYT8FPV6279-_-Product
LIAN, LI LANCOOL 215 W White  Steel / Tempered Glass ATX Mid Tower Computer Case----- Lancool 215 W, 99, https://www.newegg.com/p/2AM-000Z-00089?Description=PSU&cm_re=PSU-_-2AM-000Z-00089-_-Product
Coolermaster, MPW-5001-ACAAN1-US Elite 500w Ver.3 - 120V AC / 230V AC, 47, https://www.newegg.com/cooler-master-elite-v3-500w-mpw-5001-acaan1-us/p/1HU-000N-000M0?Description=PSU&cm_re=PSU-_-1HU-000N-000M0-_-Product
EVGA, SuperNOVA 650 P6| 80 Plus Platinum 650W| Fully Modular| Eco Mode with FDB Fan| 10 Year Warranty| Includes Power ON Self Tester| Compact 140mm Size| Power Supply 220-P6-0650-X1, 110, https://www.newegg.com/evga-supernova-650-p6-220-p6-0650-x1-650w/p/N82E16817438217?Description=PSU&cm_re=PSU-_-17-438-217-_-Product
RAIDMAX, HYBRID 2 RX-530SS 530W ATX12V V2.2/ EPS12V SLI Ready CrossFire Ready Modular Power Supply| New Version with Build-in LED Fan On/Off Switch, 54, https://www.newegg.com/raidmax-hybrid-ii-series-rx-530ss-530w/p/N82E16817152028?Description=PSU&cm_re=PSU-_-9SIA9ZN58T2803-_-Product
GPNE, 1600W Power Supply| Fully Modular PSU for Mining Rig & ATX PC Case Server| Lower Noise 140mm Double Ball Bearing Fan| Voltage 110V-240V, 189, https://www.newegg.com/p/1HU-033H-00001?Description=PSU&cm_re=PSU-_-9SIAE86GC30022-_-Product
Thunder, Power Supply Splitter| Dual PSU Cable 24 Pin 20+4 Pin ATX Motherboard Extension Cable Dual 24-Pin Mining 12 Inch (30CM), 35, https://www.newegg.com/p/1HU-035R-00003?Description=PSU&cm_re=PSU-_-9SIBA1GH6Y9293-_-Product
LINKUP, - 50cm EPS 4 Pin CPU ATX Motherboard PSU Power Supply Braided Sleeved Custom Mod PC Extension Cable w/CombsStrong & Stiff Design Single Pack 500mm - Red, 15, https://www.newegg.com/p/1HU-01K6-002Z1?Description=PSU&cm_re=PSU-_-1HU-01K6-002Z1-_-Product
SSUPD, Meshlicious Mini-ITX Small Form Factor (SFF) Case - Full Mesh Side Panel with PCIe 3.0 Riser Cable - White Color| Tool-Free and Easy Accessibility, 99, https://www.newegg.com/white-ssupd-meshlicious-mini-itx/p/2AM-030R-00005?Description=PSU&cm_re=PSU-_-9SIAS0BE9S3390-_-Product
COUGAR, BXM Series BXM850 850 W ATX12V 80 PLUS BRONZE Certified Semi-Modular Power Supply, 105, https://www.newegg.com/cougar-bxm850-850w/p/N82E16817553044?Description=PSU&cm_re=PSU-_-17-553-044-_-Product
Thermaltake, Smart RGB Series 600W SLI/CrossFire Ready Continuous Power ATX 12V V2.3 80 PLUS Certified 5 Year Warranty Active PFC Power Supply Haswell Ready PS-SPR-0600NHFAWU-1, 47, https://www.newegg.com/thermaltake-smart-rgb-600w-ps-spr-0600nhfawu-1/p/N82E16817153359?Description=PSU&cm_re=PSU-_-17-153-359-_-Product
Seasonic, CONNECT Comprise PRIME 750W 80+ Gold Power Supply and A Backplane Could Be Mounted on PC Case with Magnets to Provide for Connections to All Components. Best Solution for Cable Management., 183, https://www.newegg.com/seasonic-connect-ssr-750fa-750w/p/N82E16817151232?Description=PSU&cm_re=PSU-_-17-151-232-_-Product
Seasonic, CORE GM-550| 550W 80+ Gold| Semi-Modular| Fan Control in Silent and Cooling Mode| Perfect Power Supply for Gaming and Various Application| SSR-550LM, 82, https://www.newegg.com/seasonic-core-series-core-gm-550-550w/p/N82E16817151243?Description=PSU&cm_re=PSU-_-17-151-243-_-Product
Antec, High Current Gamer Series HCG650 Gold| 650W Fully Modular| Full-Bridge LLC and DC to DC Converter Design| Full Japanese Caps| Zero RPM Manager| Compacted Size 140mm| 10 Year Warranty, 169, https://www.newegg.com/antec-high-current-gamer-gold-series-hcg650-gold-650w/p/N82E16817371108?Description=PSU&cm_re=PSU-_-17-371-108-_-Product
Segotep, 1250W GP1350G Full Modular ATX PC Computer Mining Power Supply Gaming PSU For AMD Crossfire Active PFC 93.8% Efficiency, 221, https://www.newegg.com/p/1HU-02PY-00028?Description=PSU&cm_re=PSU-_-1HU-02PY-00028-_-Product
Enermax, Revolution SFX 650W 80+ Gold Certified| Full Modular| 7 Year Warranty| Power Supply| ERV650SWT, 101, https://www.newegg.com/enermax-erv650swt-650w/p/1HU-00R5-00007?Description=PSU&cm_re=PSU-_-1HU-00R5-00007-_-Product
Orignail, Bitmain Antminer APW12 Power Supply  for S19| S19 Pro|T19 Models Bitmain Antiminer power supply PSU New, 459, https://www.newegg.com/p/1HU-031F-00002?Description=PSU&cm_re=PSU-_-9SIB3F8FNW8178-_-Product
Cooler, Master V850 Gold V2 Full Modular| 850W| 80+ Gold Efficiency| Semi-fanless Operation| 16AWG PCIe high-efficiency cables| 10 Year Warranty, 158, https://www.newegg.com/cooler-master-v850-gold-v2-mpy-850v-afbag-us-850w/p/N82E16817171162?Description=PSU&cm_re=PSU-_-17-171-162-_-Product
FSP, Twins Pro ATX PS2 1+1 Dual Module 700W Efficiency Greater than 90% Hot-swappable Redundant Digital Power Supply with Guardian Monitor Software (Twins Pro 700), 569, https://www.newegg.com/p/1HU-0095-000P6?Description=PSU&cm_re=PSU-_-9SIABP9D028206-_-Product
ARESGAME, 1000W Power Supply Fully Modular 80+ Gold PSU (AGT1000), 175, https://www.newegg.com/aresgame-agt1000-1000w/p/1HU-02S4-00019?Description=PSU&cm_re=PSU-_-9SIAU6NE266851-_-Product
EVGA, 700 BR 100-BR-0700-K1 700 W ATX12V / EPS12V SLI CrossFire 80 PLUS BRONZE Certified Non-Modular Power Supply, 79, https://www.newegg.com/evga-700-br-100-br-0700-k1-700w/p/N82E16817438147?Description=PSU&cm_re=PSU-_-17-438-147-_-Product
Segotep, 700W ATX Power Supply 80 Plus Gold Certified Non-Modular PSU with Silent 120mm Fan, 58, https://www.newegg.com/segotep-gp-series-750w-fully-modular-700w/p/1HU-00Z0-00010?Description=PSU&cm_re=PSU-_-9SIAM7KBMV6238-_-Product
EVGA, 500 BA 100-BA-0500-K1 500 W ATX12V / EPS12V SLI CrossFire 80 PLUS BRONZE Certified Non-Modular Active PFC Power Supply, 68, https://www.newegg.com/evga-500-ba-100-ba-0500-k1-500w/p/N82E16817438188?Description=PSU&cm_re=PSU-_-17-438-188-_-Product
NZXT, E850 - 850-Watt ATX Gaming Power Supply (PSU) - Fully Modular Design - 80 Plus Gold Certified - Silent Operation - Digital Voltage and Temperature Monitoring - 10 Year Warranty, 172, https://www.newegg.com/nzxt-e-series-np-1pm-e850a-850w/p/N82E16817116036?Description=PSU&cm_re=PSU-_-17-116-036-_-Product
3pcs, 24-Pin ATX Power Supply Jumper Bridge Tool PSU Tester, 12, https://www.newegg.com/p/1HU-0351-00001
17x, 20CM 6Pin to 6+2Pin Cords +1Pcs Power Breakout Board For HP PSU ETH BTC USA, 22, https://www.newegg.com/p/1HU-0336-00010
24V/15A, DC Power Supply Universal Regulated Switching 360W AC to DC Converter AC115V/230V (SMPS) Transformer Driver Adapter for 3D Printer| LED Driver/Strip Lights|Radio|Computer CCTV, 39, https://www.newegg.com/p/177-06EV-00002
24V, 15A DC Power Supply Universal Regulated Switching 360W AC to DC Converter AC115V/230V (SMPS) Transformer Driver Adapter for 3D Printer| LED Driver/Strip Lights|Radio|Computer CCTV, 23, https://www.newegg.com/p/177-06EV-00001
Segotep, 650W Gaming Power Supply GP Series Power Supply 80 Plus Gold Certified PSU Non-Modula, 118, https://www.newegg.com/p/1HU-02PY-00063?Description=PSU&cm_re=PSU-_-1HU-02PY-00063-_-Product
Thermaltake, Smart BX1 750W ATX 12V v2.3 and EPS v2.92 80 PLUS BRONZE Certified Non-Modular Active PFC Power Supply| PS-SPD-0750NNFABU-1, 69, https://www.newegg.com/thermaltake-smart-bx1-750w-ps-spd-0750nnfabu-1/p/N82E16817153417?Description=PSU&cm_re=PSU-_-17-153-417-_-Product
Enermax, MarbleBron 650W 80 PLUS BRONZE Certified| Semi-Modular| ATX12V / EPS12V| 5 Year Warranty| Active PFC Power Supply| EMB650AWT, 59, https://www.newegg.com/enermax-marblebron-emb650awt-650w/p/N82E16817194139?Description=PSU&cm_re=PSU-_-17-194-139-_-Product
Thermaltake, Smart RGB Series 700W SLI/CrossFire Ready Continuous Power ATX 12V V2.3 80 PLUS Certified 5 Year Warranty Active PFC Power Supply Haswell Ready PS-SPR-0700NHFAWU-1, 58, https://www.newegg.com/thermaltake-smart-rgb-series-ps-spr-0700nhfawu-1-700w/p/N82E16817153360?Description=PSU&cm_re=PSU-_-17-153-360-_-Product
ARESGAME, 750W Power Supply Semi Modular 80+ Bronze PSU (AGW750), 69, https://www.newegg.com/p/1HU-02S4-00013?Description=PSU&cm_re=PSU-_-9SIAU6NE266448-_-Product
In-Win, IW-IP-S300FF1-0 H In-Win Power Supply IP-S300FF1-0 H 300W TFX for BL-BP series, 57, https://www.newegg.com/in-win-ip-s-series-ff-ip-s300ff1-0-300w/p/0Y3-006W-00003?Description=PSU&cm_re=PSU-_-0Y3-006W-00003-_-Product
CORSAIR, RMx Series RM850X 850W 80 PLUS GOLD Haswell Ready Full Modular ATX12V & EPS12V SLI and Crossfire Ready Power Supply, 183, https://www.newegg.com/corsair-rmx-series-rm850x-850w/p/N82E16817139141?Description=PSU&cm_re=PSU-_-17-139-141-_-Product
Enermax, MarbleBron 750W 80 PLUS BRONZE Certified| Semi-Modular| ATX12V / EPS12V| 5 Year Warranty| Active PFC Power Supply| EMB750EWT, 65, https://www.newegg.com/enermax-marblebron-emb750ewt-750w/p/N82E16817194140?Description=PSU&cm_re=PSU-_-17-194-140-_-Product
Seasonic, SYNCRO Q704 Case| 2021 iF and Red Dot Design Award Winner| Cable Management Design to Create Quality & Clean Look| Use with SYNCRO PSU Highly Recommended, 239, https://www.newegg.com/p/N82E16811315004?Description=PSU&cm_re=PSU-_-11-315-004-_-Product
Seasonic, PRIME Ultra 650W 80+ Titanium Power Supply| Full Modular| 135mm FDB Fan w/Hybrid Fan Control| ATX12V & EPS12V| Power On Self Tester| SSR-650TR, 228, https://www.newegg.com/seasonic-prime-ultra-titanium-ssr-650tr-650w/p/N82E16817151198?Description=PSU&cm_re=PSU-_-17-151-198-_-Product
Phanteks, Eclipse P300A High Airflow Full-Metal Mesh Design| Compact ATX Mid-Tower| 120mm Black Case Fan| Black| PH-EC300ATG_BK01, 63, https://www.newegg.com/black-phanteks-eclipse-p300a-mesh-edition-atx-mid-tower/p/N82E16811854097?Description=PSU&cm_re=PSU-_-11-854-097-_-Product
Thermaltake, Smart BX1 RGB 750W Bronze SLI/ CrossFire Ready Continuous Power RGB LED ATX12V v2.3 / EPS v2.92 80 PLUS Bronze Certified 5 Year Warranty Non Modular Power Supply PS-SPR-0750NHFABU-1, 69, https://www.newegg.com/thermaltake-smart-bx1-rgb-750w-ps-spr-0750nhfabu-1/p/N82E16817153385?Description=PSU&cm_re=PSU-_-17-153-385-_-Product
Rosewill, Hive Series 850W Full Modular Gaming Power Supply| 80 PLUS Bronze Certified| Single +12V Rail| SLI & CrossFire Ready - Hive-850s, 93, https://www.newegg.com/rosewill-hive-850s-continuous-850w-at-40-degrees-celsius/p/N82E16817182314R?Description=PSU&cm_re=PSU-_-17-182-314R-_-Product
Dell, EqualLogic 64362-04E 440W Power Supply RS-PSU-450-AC1N 94535-01 PS4000 PS5000 PS6000, 59, https://www.newegg.com/dell-rs-psu-450-ac1n/p/1HU-005J-00H18?Description=PSU&cm_re=PSU-_-9SIA9AX9C43287-_-Product
TOPOWER, Flex ATX Series TOP-FLEX-300W 300 W ATX 80 PLUS Certified Non-Modular Active PFC PFC 300W Power Supply, 59, https://www.newegg.com/topower-flex-atx-series-top-flex-300w/p/N82E16817342032?Description=PSU&cm_re=PSU-_-17-342-032-_-Product
Corsair, iCUE 220T RGB Airflow CC-9011174-WW White Steel / Plastic / Tempered Glass ATX Mid Tower Computer Case, 124, https://www.newegg.com/white-corsair-icue-220t-rgb-airflow-atx-mid-tower/p/N82E16811139143?Description=PSU&cm_re=PSU-_-11-139-143-_-Product
Montech, Gamma ll 550W| 80+ Gold Certified PSU| LLC+DC to DC Technology| High Quality Components| 100% Japanese Capacitors| Silent Fan| High Performance| Full flat cables| 5 Years Warranty, 59, https://www.newegg.com/montech-gamma-550w/p/1HU-0236-00004?Description=PSU&cm_re=PSU-_-9SIAK91AV38032-_-Product
Seasonic, SSP-300SFG Active PFC| 300W SFX| Intel Haswell ready| Japanese Capacitor| Operating Temperature 0-50 degree C| 80+ Gold| Extreme Silent Fanless Mode| Slim Design for Outstanding Airflow, 91, https://www.newegg.com/seasonic-ssp-300sfg-300w/p/N82E16817151156?Description=PSU&cm_re=PSU-_-17-151-156-_-Product
Thermaltake, Toughpower GX1 PS-TPD-0700NNFAGU-1 700 W ATX 12V v2.4 and EPS v2.92 80 PLUS GOLD Certified Non-Modular Active PFC Power Supply, 79, https://www.newegg.com/thermaltake-toughpower-gx1-ps-tpd-0700nnfagu-1-700w/p/N82E16817153375?Description=PSU&cm_re=PSU-_-17-153-375-_-Product
COUGAR, COUGAR-GX1050 1050 W ATX12V / EPS12V SLI Ready CrossFire Ready 80 PLUS GOLD Certified Semi-Modular Active PFC Power Supply, 115, https://www.newegg.com/cougar-gx1050-1050w/p/N82E16817553008?Description=PSU&cm_re=PSU-_-17-553-008-_-Product
Smartbuy, 1000W 1000 WATT Black LED Fan Silent PC ATX Power Supply PSU SATA 12V PCI-E, 67, https://www.newegg.com/p/1HU-02RF-00001?Description=PSU&cm_re=PSU-_-9SIA698CW56585-_-Product
CORSAIR, Carbide Series SPEC-DELTA RGB Tempered Glass Mid-Tower ATX Gaming Case| Black - CC-9011166-WW, 84, https://www.newegg.com/black-corsair-carbide-spec-delta-rgb-tempered-glass-atx-mid-tower/p/N82E16811139136?Description=PSU&cm_re=PSU-_-11-139-136-_-Product
LOGISYS, Computer PS480D2 480 W ATX12V Power Supply, 27, https://www.newegg.com/logisys-computer-ps480d2-480w/p/N82E16817170016?Description=PSU&cm_re=PSU-_-9SIA9PV4RY7857-_-Product
RAIJINTEK, METIS PLUS BLACK| a Alu. M-ITX Case| is with one 12025 LED fan at rear| USB 3.0* 2| Ventilate holes at top| Compatible with Standard ATX PSU| 170mm VGA Card length| 160mm CPU Cooler heigth., 79, https://www.newegg.com/black-raijintek-metis-plus-mini-itx-tower/p/2AM-002C-00048?Description=PSU&cm_re=PSU-_-9SIA66Z5X06888-_-Product
